Date,High,Low,Open,Close,Volume,Adj Close
2019-06-10,101.26000213623047,100.54000091552734,101.0199966430664,100.79000091552734,1583600.0,98.81305694580078
2019-06-11,101.37000274658203,99.7300033569336,101.05000305175781,100.43000030517578,1488100.0,98.46012115478516
2019-06-12,101.16000366210938,100.33000183105469,100.55000305175781,100.61000061035156,1127700.0,98.63658905029297
2019-06-13,101.25,100.37000274658203,100.69000244140625,101.0999984741211,1881200.0,99.1169662475586
2019-06-14,102.4800033569336,101.16000366210938,101.18000030517578,102.13999938964844,1019400.0,100.1365737915039
2019-06-17,102.30000305175781,101.05000305175781,102.25,101.27999877929688,1295000.0,99.29344177246094
2019-06-18,102.05000305175781,101.06999969482422,101.30000305175781,101.87000274658203,1467300.0,99.87187194824219
2019-06-19,103.02999877929688,102.05000305175781,102.05000305175781,102.76000213623047,2555300.0,100.74441528320312
2019-06-20,103.98999786376953,102.5999984741211,102.98999786376953,103.55000305175781,2870900.0,101.5189208984375
2019-06-21,103.48999786376953,100.93000030517578,103.33000183105469,101.20999908447266,2704700.0,99.22480773925781
2019-06-24,102.56999969482422,101.11000061035156,101.1500015258789,102.19000244140625,1197500.0,100.18559265136719
2019-06-25,102.44000244140625,101.61000061035156,102.30000305175781,101.61000061035156,1890200.0,99.6169662475586
2019-06-26,101.72000122070312,99.37999725341797,101.62000274658203,99.48999786376953,1850200.0,97.5385513305664
2019-06-27,100.3499984741211,99.58000183105469,99.94999694824219,100.13999938964844,1074900.0,98.1758041381836
2019-06-28,101.73999786376953,100.73999786376953,100.87000274658203,101.69000244140625,1756000.0,99.69539642333984
2019-07-01,103.19999694824219,101.91000366210938,102.9800033569336,103.1500015258789,1418000.0,101.12677001953125
2019-07-02,103.56999969482422,102.5999984741211,102.95999908447266,103.2699966430664,1437100.0,101.2444076538086
2019-07-03,107.43000030517578,103.2699966430664,103.2699966430664,104.62999725341797,1090800.0,102.5777359008789
2019-07-05,104.69000244140625,103.55999755859375,104.62999725341797,104.48999786376953,1074000.0,102.44047546386719
2019-07-08,104.66999816894531,104.02999877929688,104.31999969482422,104.37999725341797,1251600.0,102.33263397216797
2019-07-09,104.80000305175781,104.01000213623047,104.11000061035156,104.66000366210938,1321900.0,102.60714721679688
2019-07-10,105.26000213623047,103.80999755859375,104.61000061035156,104.26000213623047,1125200.0,102.21500396728516
2019-07-11,103.80999755859375,102.29000091552734,103.3499984741211,103.1500015258789,1767300.0,101.12677001953125
2019-07-12,103.93000030517578,102.88999938964844,103.3499984741211,103.91000366210938,979400.0,101.87186431884766
2019-07-15,104.38999938964844,103.61000061035156,104.0199966430664,104.38999938964844,1263800.0,102.34244537353516
2019-07-16,104.91999816894531,104.2300033569336,104.5199966430664,104.8499984741211,1161000.0,102.79342651367188
2019-07-17,104.68000030517578,102.45999908447266,104.68000030517578,102.94000244140625,1402100.0,100.92088317871094
2019-07-18,103.37999725341797,102.43000030517578,102.93000030517578,103.19999694824219,1205900.0,101.17578125
2019-07-19,103.33000183105469,101.36000061035156,103.33000183105469,101.41000366210938,1294700.0,99.42090606689453
2019-07-22,101.97000122070312,101.06999969482422,101.33999633789062,101.20999908447266,1008700.0,99.22480773925781
2019-07-23,101.61000061035156,100.43000030517578,101.19999694824219,101.51000213623047,1257500.0,99.51892852783203
2019-07-24,102.16000366210938,100.88999938964844,101.4800033569336,102.08000183105469,1017300.0,100.07775115966797
2019-07-25,102.43000030517578,101.68000030517578,102.23999786376953,102.04000091552734,1034900.0,100.03854370117188
2019-07-26,102.9800033569336,101.5199966430664,102.05999755859375,102.93000030517578,893600.0,100.91108703613281
2019-07-29,103.44999694824219,101.72000122070312,103.0,101.80999755859375,1407600.0,99.81304931640625
2019-07-30,102.5,101.2300033569336,101.5,101.83000183105469,1265000.0,99.83265686035156
2019-07-31,109.12999725341797,105.29000091552734,105.29000091552734,107.4000015258789,3523900.0,105.29340362548828
2019-08-01,107.83999633789062,104.27999877929688,107.69000244140625,104.87999725341797,2090800.0,102.82282257080078
2019-08-02,105.05999755859375,103.31999969482422,104.68000030517578,104.51000213623047,1727200.0,102.46009826660156
2019-08-05,104.05999755859375,101.33000183105469,103.69000244140625,101.77999877929688,1853100.0,99.78363037109375
2019-08-06,103.9000015258789,101.31999969482422,101.88999938964844,103.87000274658203,1913800.0,101.83264923095703
2019-08-07,104.33999633789062,100.83999633789062,102.48999786376953,103.33000183105469,1771400.0,101.30323791503906
2019-08-08,105.58999633789062,103.56999969482422,103.9800033569336,105.30000305175781,1462400.0,103.23460388183594
2019-08-09,105.30999755859375,103.16000366210938,105.0999984741211,104.08999633789062,1984700.0,102.04832458496094
2019-08-12,104.73999786376953,102.58000183105469,103.76000213623047,102.8499984741211,925800.0,100.83264923095703
2019-08-13,104.87999725341797,102.04000091552734,102.52999877929688,104.44000244140625,1444100.0,102.39146423339844
2019-08-14,103.72000122070312,100.83000183105469,103.38999938964844,101.69000244140625,2244900.0,99.69539642333984
2019-08-15,102.36000061035156,101.12999725341797,101.86000061035156,101.83999633789062,1244600.0,99.84245300292969
2019-08-16,103.66999816894531,101.12999725341797,102.3499984741211,103.22000122070312,1939900.0,101.19539642333984
2019-08-19,104.45999908447266,103.73999786376953,104.45999908447266,103.98999786376953,1640200.0,101.95028686523438
2019-08-20,104.29000091552734,103.1500015258789,103.70999908447266,103.22000122070312,923700.0,101.19539642333984
2019-08-21,103.95999908447266,103.30000305175781,103.72000122070312,103.88999938964844,920900.0,101.85225677490234
2019-08-22,104.83999633789062,103.41999816894531,104.54000091552734,104.5,1098000.0,102.45028686523438
2019-08-23,105.36000061035156,101.48999786376953,104.0199966430664,101.9800033569336,1418500.0,99.97972106933594
2019-08-26,103.27999877929688,101.87000274658203,102.5199966430664,103.20999908447266,1230700.0,101.18559265136719
2019-08-27,104.06999969482422,102.4000015258789,103.70999908447266,102.62999725341797,1274900.0,100.6169662475586
2019-08-28,102.88999938964844,101.6500015258789,102.2300033569336,102.41000366210938,1433200.0,100.40129089355469
2019-08-29,102.91000366210938,101.80999755859375,102.69000244140625,102.22000122070312,1296800.0,100.7066879272461
2019-08-30,103.19000244140625,101.9000015258789,102.91000366210938,102.38999938964844,2077800.0,100.87417602539062
2019-09-03,102.73999786376953,101.61000061035156,101.80999755859375,102.54000091552734,1969100.0,101.02195739746094
2019-09-04,104.08000183105469,103.19000244140625,103.51000213623047,103.9000015258789,1236400.0,102.36182403564453
2019-09-05,105.58999633789062,104.2300033569336,105.0,104.37999725341797,1158400.0,102.83470916748047
2019-09-06,105.55000305175781,104.02999877929688,104.2699966430664,105.30999755859375,993700.0,103.75093841552734
2019-09-09,106.0999984741211,104.80000305175781,106.02999877929688,105.79000091552734,1075500.0,104.22383117675781
2019-09-10,106.0199966430664,103.94000244140625,105.98999786376953,105.68000030517578,1396200.0,104.11547088623047
2019-09-11,106.16000366210938,104.7300033569336,105.44999694824219,106.1500015258789,1398700.0,104.5785140991211
2019-09-12,106.8499984741211,105.56999969482422,106.31999969482422,106.58000183105469,1310000.0,105.00214385986328
2019-09-13,107.2300033569336,105.51000213623047,106.91000366210938,105.80999755859375,1909400.0,104.24353790283203
2019-09-16,106.41000366210938,105.05000305175781,105.47000122070312,106.37999725341797,1299500.0,104.80509948730469
2019-09-17,107.97000122070312,106.12000274658203,106.37999725341797,107.94000244140625,1911900.0,106.34201049804688
2019-09-18,108.69999694824219,107.18000030517578,108.0,107.98999786376953,2078900.0,106.39126586914062
2019-09-19,109.0999984741211,108.12000274658203,108.16000366210938,108.36000061035156,1601200.0,106.75578308105469
2019-09-20,109.0199966430664,107.33000183105469,108.66999816894531,107.91999816894531,2087900.0,106.32230377197266
2019-09-23,108.69999694824219,107.22000122070312,107.56999969482422,108.41000366210938,1080800.0,106.8050537109375
2019-09-24,109.55000305175781,107.4800033569336,108.87000274658203,107.76000213623047,2146500.0,106.16468048095703
2019-09-25,108.25,107.30000305175781,108.0,107.66000366210938,2303900.0,106.066162109375
2019-09-26,108.63999938964844,107.29000091552734,107.6500015258789,108.11000061035156,1979800.0,106.50949096679688
2019-09-27,108.54000091552734,107.0999984741211,108.54000091552734,107.83000183105469,1550900.0,106.233642578125
2019-09-30,108.86000061035156,107.75,108.37999725341797,108.68000030517578,2163500.0,107.07105255126953
2019-10-01,109.44999694824219,106.9800033569336,109.0,107.16999816894531,2530100.0,105.58341217041016
2019-10-02,107.12999725341797,104.95999908447266,106.62999725341797,105.61000061035156,1466700.0,104.04650115966797
2019-10-03,106.18000030517578,104.81999969482422,105.58000183105469,105.6500015258789,1276600.0,104.08590698242188
2019-10-04,108.5,105.7300033569336,105.7300033569336,108.45999908447266,1715000.0,106.85430908203125
2019-10-07,108.7300033569336,107.44999694824219,108.16999816894531,107.45999908447266,1336300.0,105.8691177368164
2019-10-08,106.98999786376953,105.87000274658203,106.72000122070312,105.9000015258789,1422400.0,104.33220672607422
2019-10-09,107.05999755859375,106.29000091552734,106.5999984741211,106.56999969482422,836100.0,104.9922866821289
2019-10-10,108.04000091552734,106.51000213623047,106.5199966430664,107.13999938964844,1240800.0,105.5538558959961
2019-10-11,108.97000122070312,107.87000274658203,108.20999908447266,107.93000030517578,1297000.0,106.3321533203125
2019-10-14,108.54000091552734,107.5,107.73999786376953,108.2300033569336,1519200.0,106.62771606445312
2019-10-15,109.12999725341797,108.0199966430664,108.62000274658203,108.06999969482422,1489200.0,106.47007751464844
2019-10-16,107.75,106.2300033569336,107.52999877929688,107.48999786376953,1336200.0,105.89866638183594
2019-10-17,108.41000366210938,107.33000183105469,107.79000091552734,107.73999786376953,1051600.0,106.14496612548828
2019-10-18,108.69000244140625,107.58000183105469,108.19999694824219,108.41000366210938,1671800.0,106.8050537109375
2019-10-21,109.29000091552734,108.43000030517578,108.94000244140625,109.12999725341797,1399800.0,107.51438903808594
2019-10-22,108.72000122070312,107.08000183105469,108.66999816894531,107.5,1417900.0,105.90852355957031
2019-10-23,108.4000015258789,107.5,107.5,108.18000030517578,1060900.0,106.57845306396484
2019-10-24,108.55000305175781,107.9000015258789,108.4000015258789,108.26000213623047,1104300.0,106.65727233886719
2019-10-25,108.19999694824219,106.7300033569336,108.19000244140625,107.23999786376953,1758100.0,105.6523666381836
2019-10-28,108.2699966430664,106.58999633789062,107.62999725341797,106.5999984741211,1937400.0,105.0218505859375
2019-10-29,108.22000122070312,106.31999969482422,106.80000305175781,108.22000122070312,1784900.0,106.61786651611328
2019-10-30,107.61000061035156,103.6500015258789,107.47000122070312,104.94999694824219,2267400.0,103.39627075195312
2019-10-31,106.45999908447266,104.06999969482422,104.47000122070312,106.41999816894531,1600600.0,104.84451293945312
2019-11-01,107.38999938964844,105.45999908447266,106.9800033569336,105.9000015258789,2281400.0,104.33220672607422
2019-11-04,107.52999877929688,106.36000061035156,106.55000305175781,106.48999786376953,1379000.0,104.9134750366211
2019-11-05,107.06999969482422,105.80999755859375,106.93000030517578,105.83999633789062,1554500.0,104.2730941772461
2019-11-06,106.98999786376953,105.66999816894531,105.87000274658203,106.94999694824219,1948200.0,105.36665344238281
2019-11-07,108.41000366210938,106.80999755859375,106.94999694824219,107.72000122070312,1974500.0,106.12527465820312
2019-11-08,108.30999755859375,107.33999633789062,107.54000091552734,108.19000244140625,1374500.0,106.58831024169922
2019-11-11,109.43000030517578,107.41000366210938,107.69999694824219,109.37999725341797,1011100.0,107.76068878173828
2019-11-12,111.0,109.29000091552734,109.62000274658203,110.12999725341797,2053000.0,108.49958801269531
2019-11-13,110.98999786376953,109.05999755859375,109.47000122070312,110.56999969482422,1806200.0,108.93307495117188
2019-11-14,110.86000061035156,110.0999984741211,110.36000061035156,110.80000305175781,988100.0,109.15966796875
2019-11-15,111.31999969482422,110.45999908447266,110.97000122070312,111.0999984741211,1459500.0,109.45523071289062
2019-11-18,111.51000213623047,110.76000213623047,110.86000061035156,111.51000213623047,1668900.0,109.8591537475586
2019-11-19,111.7699966430664,110.91000366210938,111.54000091552734,111.02999877929688,1682200.0,109.38626098632812
2019-11-20,111.18000030517578,109.88999938964844,110.7699966430664,110.4000015258789,1787800.0,108.76559448242188
2019-11-21,110.63999938964844,109.30000305175781,110.30999755859375,110.19999694824219,1755900.0,108.56855010986328
2019-11-22,111.0,109.91000366210938,110.30000305175781,110.04000091552734,1036100.0,108.41092681884766
2019-11-25,111.11000061035156,110.25,110.25,110.63999938964844,956200.0,109.00202941894531
2019-11-26,112.63999938964844,110.63999938964844,110.88999938964844,112.62000274658203,2127300.0,110.95272064208984
2019-11-27,112.5,111.5999984741211,112.36000061035156,112.0199966430664,1599900.0,110.85376739501953
2019-11-29,112.5,111.29000091552734,112.22000122070312,111.3499984741211,817900.0,110.19074249267578
2019-12-02,111.8499984741211,111.0199966430664,111.70999908447266,111.13999938964844,1180700.0,109.98292541503906
2019-12-03,110.38999938964844,108.95999908447266,110.29000091552734,109.44000244140625,1191300.0,108.30062866210938
2019-12-04,110.5199966430664,109.12000274658203,109.36000061035156,110.13999938964844,1209100.0,108.99333953857422
2019-12-05,110.33000183105469,109.33999633789062,110.16000366210938,109.54000091552734,2608500.0,108.39958953857422
2019-12-06,111.51000213623047,110.16999816894531,110.16999816894531,111.0999984741211,1805100.0,109.94334411621094
2019-12-09,111.55000305175781,110.5999984741211,111.05000305175781,111.31999969482422,1789400.0,110.16104888916016
2019-12-10,111.76000213623047,110.62999725341797,111.33999633789062,110.73999786376953,1031000.0,109.58708953857422
2019-12-11,110.68000030517578,109.06999969482422,110.54000091552734,109.58999633789062,1489300.0,108.44905853271484
2019-12-12,110.56999969482422,108.93000030517578,109.38999938964844,110.3499984741211,1757200.0,109.2011489868164
2019-12-13,110.29000091552734,109.2300033569336,109.80000305175781,109.69999694824219,1523400.0,108.55792236328125
2019-12-16,110.12000274658203,109.16999816894531,109.9000015258789,109.62000274658203,2329900.0,108.47875213623047
2019-12-17,110.62000274658203,109.44999694824219,109.88999938964844,109.8499984741211,3208100.0,108.70635986328125
2019-12-18,110.18000030517578,109.19000244140625,110.18000030517578,109.6500015258789,1672200.0,108.5084457397461
2019-12-19,111.20999908447266,108.9800033569336,109.44999694824219,111.20999908447266,2351900.0,110.05219268798828
